clients_id;policies_id;effective_date;status;clients_name;email;risk_level;type;coverage_amount;premium;agents_id;agents_name;agents_region
1867;138;2025/02/16;Approved;Erin Reed DDS;petersonrobert@example.org;Low;Home;995902;295;43;Sherry Christian;Maryland
2912;96;2025/02/09;Rejected;Jesse Rubio;gentrydanielle@example.com;Medium;Home;600041;390;1;Benjamin Nunez;Nevada
1260;117;2025/01/30;Rejected;Jeffrey Thompson;underwoodclaire@example.com;Low;Home;479906;249;35;Tyler Velez;Tennessee
994;98;2025/01/14;Rejected;Tammy Bennett;ashley65@example.org;Medium;Auto;60558;248;75;Patrick Owens;Florida
2394;47;2025/01/05;Approved;William Brooks;arnoldtiffany@example.org;High;Life;872316;416;15;Bryan Summers;Virginia
2567;124;2025/02/20;Rejected;Nicole Norris;amber20@example.com;Medium;Health;729980;57;85;Lindsay Dyer;Illinois
2694;6;2025/01/10;Rejected;Bryan Hawkins;ginaturner@example.com;Medium;Life;567187;168;3;Joseph Fuller;Missouri
279;84;2025/01/27;Rejected;Rachel Lawson;michellewalker@example.com;High;Auto;156331;195;67;John King;Hawaii
2226;142;2025/02/10;Pending;Rachel Bailey;herrerarichard@example.org;Low;Auto;610062;430;91;Crystal Oconnor;Kentucky
2352;144;2025/02/12;Pending;Joseph Buck;brittany63@example.org;Medium;Health;303313;307;60;Renee Ruiz;New Jersey
2294;138;2025/01/13;Pending;Eric Berger;stevensdeborah@example.com;Medium;Home;995902;295;43;Sherry Christian;Maryland
2976;22;2025/01/25;Rejected;Samantha Scott;hickmanstephanie@example.net;Medium;Home;436284;254;37;Mary Lin;New Jersey
2381;82;2025/02/20;Pending;Sarah Sloan;kelly46@example.org;Medium;Health;750496;197;63;Sara Phillips;Kentucky
1602;127;2025/01/01;Rejected;Savannah Floyd;garciaderek@example.net;Medium;Life;798676;240;93;Rodney Bray;Colorado
243;115;2025/01/07;Rejected;Tammy Hicks;deborahwang@example.com;Medium;Health;416909;315;72;Kevin Guzman;Nevada
499;131;2025/01/22;Rejected;Jennifer Rivera;joshua37@example.org;Medium;Home;166118;226;35;Tyler Velez;Tennessee
375;118;2025/02/18;Pending;Savannah Gonzalez;hwalter@example.net;High;Health;734287;278;25;Alan Stafford;Hawaii
2386;104;2025/01/14;Pending;Katherine Schmidt;wellsjoe@example.org;Low;Auto;688463;300;43;Sherry Christian;Maryland
337;189;2025/01/24;Pending;Glenda Kramer;qharris@example.org;High;Life;950943;375;26;Theresa Goodwin;North Carolina
2850;102;2025/02/06;Approved;Colleen Perez;ashley06@example.net;High;Health;768917;427;67;John King;Hawaii
1106;26;2025/02/21;Rejected;Samantha Mcmahon;maxwellbrittany@example.com;Medium;Auto;376270;439;72;Kevin Guzman;Nevada
1721;60;2025/01/25;Approved;Barbara Garcia;ashley23@example.net;Medium;Life;273954;448;40;Olivia Coffey;Louisiana
19;33;2025/01/26;Approved;James Williams;candace93@example.com;Low;Health;762965;109;29;Heather Ellis;Minnesota
1226;173;2025/02/02;Approved;William Rodriguez;paulbrown@example.net;Low;Auto;184919;288;45;Brenda Smith;Rhode Island
2387;45;2025/02/09;Approved;Carolyn Thomas;ashleyhoward@example.com;Medium;Auto;10319;437;14;Michael Hall;Arkansas
668;138;2025/01/08;Pending;Philip Smith;wday@example.net;Medium;Home;995902;295;43;Sherry Christian;Maryland
160;130;2025/01/06;Rejected;Emily Rios;uking@example.net;Medium;Home;416605;420;96;Michael Fischer;Wisconsin
2085;113;2025/01/09;Rejected;Lisa Davis;schmidtgeorge@example.net;Low;Home;961541;287;1;Benjamin Nunez;Nevada
1940;108;2025/02/06;Pending;Donna Skinner;emilyreid@example.net;Medium;Auto;963712;238;12;Tamara Blevins;Indiana
1908;51;2025/02/12;Pending;David Blair;vdavis@example.net;Low;Life;726944;414;33;Shannon Oliver;Arizona
2286;124;2025/02/05;Approved;Hannah Perry;kellis@example.net;High;Health;729980;57;85;Lindsay Dyer;Illinois
1346;170;2025/02/01;Rejected;Christopher Ayers;ksexton@example.net;Medium;Auto;490233;51;64;Katherine Joseph;Texas
1486;198;2025/02/05;Rejected;Bradley Leonard;trogers@example.com;Low;Health;359525;100;42;Jessica Lopez;Tennessee
1490;149;2025/02/04;Rejected;Aaron Cruz;phillipspatrick@example.net;Medium;Home;247324;294;61;Brenda Stone;New Jersey
2819;16;2025/02/12;Approved;Richard Duncan;karen24@example.net;High;Home;220557;68;67;John King;Hawaii
1681;86;2025/01/05;Rejected;Brian Smith;nhill@example.com;Low;Life;12247;379;52;Jack Freeman;North Dakota
2607;98;2025/01/29;Pending;Jeremy Vega;dakotawhite@example.com;Low;Auto;60558;248;75;Patrick Owens;Florida
1615;199;2025/02/16;Rejected;Karen Herrera;jjones@example.net;Medium;Home;901856;317;2;Cindy Lewis;Montana
2410;84;2025/01/22;Approved;Tina Sanders;wyattstephanie@example.org;Medium;Auto;156331;195;67;John King;Hawaii
338;136;2025/01/12;Approved;Allison Johnson;gholloway@example.org;Medium;Auto;830506;273;95;Lori Richardson;Montana
1416;77;2025/02/08;Rejected;Alyssa Mosley;mcdonaldmary@example.net;Low;Auto;402184;238;6;George Mendoza;New Jersey
242;150;2025/01/30;Pending;Allen Rosario;deborah89@example.org;Medium;Life;739913;495;48;Miguel Lewis;Oregon
1954;119;2025/01/09;Approved;Evelyn Jones;tim35@example.org;Medium;Auto;402757;367;43;Sherry Christian;Maryland
1489;184;2025/01/08;Pending;Paul Wilson;bartondavid@example.net;Low;Health;261937;114;44;Brittany Norris;Louisiana
2188;196;2025/01/05;Pending;Matthew Guerrero;ljohnson@example.org;Low;Auto;531868;244;100;Linda Glenn;Georgia
799;124;2025/01/02;Pending;William Smith;johnjoyce@example.com;Low;Health;729980;57;85;Lindsay Dyer;Illinois
760;159;2025/02/02;Pending;Deborah Rice;edward55@example.com;Medium;Health;160322;64;73;James Krause;Louisiana
2105;129;2025/02/12;Pending;Linda Allen;marc28@example.com;Low;Auto;869918;430;69;Chelsea Harmon;Rhode Island
2899;181;2025/01/03;Rejected;Amanda Williams;jessica34@example.org;Low;Home;688656;409;91;Crystal Oconnor;Kentucky
2167;89;2025/02/09;Pending;Carla Smith;bradley58@example.com;Medium;Health;339482;173;83;Cody Ford;Alabama
194;166;2025/01/04;Rejected;Sara Freeman;qsmith@example.com;Medium;Life;237123;171;2;Cindy Lewis;Montana
455;130;2025/01/22;Approved;Rachel Clark;thompsonkelly@example.org;High;Home;416605;420;96;Michael Fischer;Wisconsin
1226;170;2025/02/09;Rejected;William Rodriguez;paulbrown@example.net;Low;Auto;490233;51;64;Katherine Joseph;Texas
2215;90;2025/01/19;Approved;James Richardson;leejavier@example.com;High;Life;647050;182;37;Mary Lin;New Jersey
107;83;2025/02/18;Rejected;Kyle Stewart;douglas24@example.com;Low;Auto;42477;176;44;Brittany Norris;Louisiana
2336;65;2025/01/15;Approved;Michael Harrison;butlerdanny@example.com;Low;Home;235149;357;4;Krista Oliver;Maryland
518;104;2025/01/31;Rejected;Rachel Stone PhD;dixonzoe@example.org;Low;Auto;688463;300;43;Sherry Christian;Maryland
2924;74;2025/02/02;Approved;Chad Perry;gjones@example.net;High;Home;938081;246;22;Victoria Yang;Massachusetts
2059;154;2025/02/12;Rejected;Shawn Preston;samuel00@example.net;Low;Health;557725;470;85;Lindsay Dyer;Illinois
747;99;2025/01/01;Approved;Matthew Gill;thomas62@example.com;Medium;Home;978111;437;2;Cindy Lewis;Montana
638;70;2025/01/17;Pending;Ryan Pope;zharris@example.net;Medium;Home;46223;490;60;Renee Ruiz;New Jersey
2637;36;2025/02/10;Approved;Marc Arias;vcox@example.org;Medium;Auto;609422;443;47;Angela Gibson;Minnesota
826;107;2025/01/02;Pending;Dr. Jacob Lowe;jacobsdana@example.com;High;Life;234951;170;16;Pamela Garcia;New Mexico
797;94;2025/01/29;Approved;Garrett Lewis;cochrankatie@example.net;Medium;Auto;203316;357;98;Kim Williams;Maryland
1100;57;2025/01/25;Pending;Michael Wright;kevinfarmer@example.org;Low;Life;456162;159;34;Mrs. Jamie King MD;Hawaii
101;146;2025/01/03;Rejected;Madeline Jones;dcarlson@example.com;High;Home;975862;428;3;Joseph Fuller;Missouri
1067;152;2025/01/03;Pending;Jacqueline Melendez;kim75@example.com;Medium;Auto;75331;326;99;Meagan Martin;Idaho
2349;110;2025/01/04;Approved;Sarah Morrow;belljessica@example.org;Low;Auto;884611;365;18;Crystal Roth;Pennsylvania
1925;156;2025/01/13;Approved;Diane Gallagher;garciajohn@example.org;Low;Health;629875;229;97;Jessica Torres;Texas
1431;48;2025/01/14;Pending;Patrick Johnson;kayla06@example.net;Low;Health;878418;75;17;Paul Lopez;Maine
2290;96;2025/01/05;Pending;Joshua Lane;lopezmolly@example.com;High;Home;600041;390;1;Benjamin Nunez;Nevada
1907;162;2025/01/29;Rejected;Tracy Fowler;dianafreeman@example.org;Low;Life;249460;305;83;Cody Ford;Alabama
206;61;2025/02/18;Pending;John Dean;catherinedawson@example.org;Low;Home;239654;449;3;Joseph Fuller;Missouri
960;102;2025/01/10;Rejected;Elizabeth Johnson;martin33@example.net;High;Health;768917;427;67;John King;Hawaii
3000;122;2025/02/09;Approved;Heather Black;phartman@example.org;Low;Home;444523;447;49;Sheila Suarez;Hawaii
261;131;2025/01/24;Pending;Francis Cooper;james73@example.org;Low;Home;166118;226;35;Tyler Velez;Tennessee
553;117;2025/02/07;Rejected;Miss Jessica Hill;handerson@example.org;High;Home;479906;249;35;Tyler Velez;Tennessee
1641;59;2025/01/03;Rejected;Sara Ramirez;justin17@example.net;Medium;Auto;548239;85;39;Robert Meyer;Virginia
1915;26;2025/01/11;Rejected;Michael Mays;whitetheresa@example.com;Medium;Auto;376270;439;72;Kevin Guzman;Nevada
1198;47;2025/01/01;Pending;Virginia Shepherd;kathrynjones@example.org;Medium;Life;872316;416;15;Bryan Summers;Virginia
442;136;2025/01/05;Approved;Eric King;pamela01@example.com;High;Auto;830506;273;95;Lori Richardson;Montana
2393;2;2025/01/19;Pending;Robert Larsen;youngjason@example.com;Low;Auto;795120;438;66;Ronald Hampton;California
1223;69;2025/01/28;Rejected;Kelli Pearson;jchandler@example.net;High;Auto;243977;467;91;Crystal Oconnor;Kentucky
94;59;2025/02/11;Pending;Brian Hampton;fergusoneric@example.net;High;Auto;548239;85;39;Robert Meyer;Virginia
1853;176;2025/02/22;Approved;Christina Morgan;leslie29@example.org;Low;Auto;894774;246;62;Richard Perez;Oklahoma
790;91;2025/01/31;Pending;Gregory Brown MD;bryantaylor@example.com;Medium;Auto;29112;431;72;Kevin Guzman;Nevada
1900;52;2025/02/03;Pending;Vincent Smith;jessicacole@example.org;Low;Health;641325;82;67;John King;Hawaii
2944;96;2025/01/15;Approved;Trevor Martin;hannahwright@example.net;Low;Home;600041;390;1;Benjamin Nunez;Nevada
252;55;2025/02/04;Rejected;Jessica Jordan;longsteven@example.org;High;Auto;990620;141;45;Brenda Smith;Rhode Island
2957;31;2025/01/30;Approved;Monica Woods;gdavis@example.org;Low;Auto;391814;495;4;Krista Oliver;Maryland
2997;75;2025/02/17;Approved;Sherry Johnson;youngbrandon@example.com;Low;Life;239517;236;66;Ronald Hampton;California
409;97;2025/02/14;Approved;Jared Murphy;susancohen@example.org;Medium;Life;148207;175;90;Bryan Delgado;Missouri
882;191;2025/02/06;Rejected;Kimberly Cobb;rosealyssa@example.com;Medium;Health;218222;190;74;Matthew Powers;Texas
674;173;2025/01/03;Pending;William Daniels;debra57@example.org;Medium;Auto;184919;288;45;Brenda Smith;Rhode Island
131;106;2025/01/26;Approved;Lisa Maldonado;gabrielawalsh@example.net;High;Auto;778796;268;55;Sheri White;Vermont
1477;140;2025/01/14;Approved;Charles Wilkinson;eric64@example.org;High;Home;640213;379;80;Jason Barry;Missouri
1318;57;2025/01/23;Pending;Michael Ball;dwoods@example.com;Low;Life;456162;159;34;Mrs. Jamie King MD;Hawaii
2666;13;2025/01/13;Approved;Lisa Pierce;katelyn68@example.org;Low;Home;139000;386;27;Brianna Perez;Arkansas
66;31;2025/01/13;Rejected;Tammy Flynn;petersdavid@example.com;Medium;Auto;391814;495;4;Krista Oliver;Maryland
1762;155;2025/02/22;Pending;Alexandria Freeman;bradley17@example.org;Low;Auto;912340;183;63;Sara Phillips;Kentucky
1948;24;2025/01/01;Approved;Michael Roberts;martinmichael@example.org;Medium;Health;316573;485;79;Julie Best;Arkansas
2824;121;2025/02/03;Rejected;Cindy Anderson;john10@example.net;Low;Life;329118;265;19;Dawn Kelly;Pennsylvania
2115;157;2025/01/31;Pending;Nicholas Tran;kwade@example.net;High;Life;945694;440;2;Cindy Lewis;Montana
1920;196;2025/01/10;Pending;Courtney Holmes;walkergina@example.net;Medium;Auto;531868;244;100;Linda Glenn;Georgia
2204;2;2025/02/14;Approved;Sara Evans;audrey72@example.net;High;Auto;795120;438;66;Ronald Hampton;California
2647;32;2025/01/17;Approved;Dustin Powell;holly98@example.com;Low;Life;478059;462;70;Gregory Allison;Tennessee
629;60;2025/01/29;Rejected;Christopher Gallegos;samanthamyers@example.org;High;Life;273954;448;40;Olivia Coffey;Louisiana
2186;140;2025/01/19;Approved;Robert Todd;jeremiah04@example.org;High;Home;640213;379;80;Jason Barry;Missouri
193;61;2025/02/09;Approved;David Anderson;robin64@example.org;Low;Home;239654;449;3;Joseph Fuller;Missouri
105;4;2025/01/09;Rejected;Samuel Molina;hwhite@example.net;Low;Health;95940;137;84;Brandon Leonard;Vermont
2426;66;2025/01/17;Approved;Erica Davis;caitlin68@example.net;High;Home;726595;300;24;Andre Hall;Oregon
1054;102;2025/01/08;Pending;Bailey Farrell;pittmankimberly@example.com;High;Health;768917;427;67;John King;Hawaii
2060;166;2025/01/04;Approved;Karen Lee;cmurphy@example.com;High;Life;237123;171;2;Cindy Lewis;Montana
1005;196;2025/02/11;Approved;Caitlin Hopkins;melvin53@example.org;High;Auto;531868;244;100;Linda Glenn;Georgia
1757;166;2025/01/04;Rejected;James Mitchell;walter38@example.com;High;Life;237123;171;2;Cindy Lewis;Montana
2399;24;2025/02/16;Rejected;Natalie Reeves;gwagner@example.net;Medium;Health;316573;485;79;Julie Best;Arkansas
2883;147;2025/01/13;Pending;Bryan Peck;jacobsmaria@example.net;Medium;Life;486364;328;23;Ryan Taylor;New Jersey
2781;169;2025/01/09;Rejected;Joshua Soto;fgonzalez@example.org;Medium;Life;870931;325;53;Susan Hernandez;Georgia
2768;78;2025/02/11;Rejected;Henry Gaines;johnsonjennifer@example.org;High;Life;233269;138;98;Kim Williams;Maryland
1036;47;2025/01/14;Rejected;Judy Hill;jgardner@example.com;Medium;Life;872316;416;15;Bryan Summers;Virginia
137;54;2025/01/22;Approved;Janice Valenzuela;williamcase@example.org;High;Health;145935;403;17;Paul Lopez;Maine
1996;47;2025/02/16;Rejected;Karina Reyes;rodneywallace@example.net;Medium;Life;872316;416;15;Bryan Summers;Virginia
2457;91;2025/02/13;Pending;Randy Mullins;sali@example.net;Medium;Auto;29112;431;72;Kevin Guzman;Nevada
2546;153;2025/02/08;Pending;Jennifer Mcclure;hboyd@example.org;High;Auto;462655;288;89;Lisa Wilson;Arizona
1967;23;2025/02/21;Approved;Jeffrey Miller;smithnicole@example.com;Medium;Health;641305;87;51;Janet Mcdonald;Idaho
1137;178;2025/01/21;Approved;Nichole Simpson;wsmith@example.com;Low;Auto;800620;90;49;Sheila Suarez;Hawaii
826;99;2025/01/12;Approved;Dr. Jacob Lowe;jacobsdana@example.com;High;Home;978111;437;2;Cindy Lewis;Montana
2285;13;2025/01/11;Rejected;James Collins;joseph83@example.com;Medium;Home;139000;386;27;Brianna Perez;Arkansas
1629;60;2025/02/07;Rejected;Brian Williams;kwells@example.net;Low;Life;273954;448;40;Olivia Coffey;Louisiana
2793;146;2025/01/27;Approved;Samantha Peterson;anthonykim@example.com;Low;Home;975862;428;3;Joseph Fuller;Missouri
2654;9;2025/01/17;Pending;Matthew Hunter;krauseterrance@example.com;Low;Auto;26044;206;65;Adam Payne;Florida
700;29;2025/02/12;Rejected;Dustin Perez;catherinehudson@example.net;High;Health;573801;281;6;George Mendoza;New Jersey
1268;144;2025/01/06;Approved;Michael Christensen;pattersonnicholas@example.net;Medium;Health;303313;307;60;Renee Ruiz;New Jersey
2714;156;2025/01/28;Approved;Pamela Alvarado;katherine53@example.com;High;Health;629875;229;97;Jessica Torres;Texas
288;141;2025/01/20;Pending;Lisa Matthews;jacob84@example.org;Medium;Life;978508;385;52;Jack Freeman;North Dakota
120;85;2025/02/09;Pending;Karen Bush;josephstewart@example.com;High;Life;720208;142;88;Thomas Crawford;Indiana
1471;43;2025/01/10;Pending;Kaitlyn Jones;mooreamy@example.org;Low;Health;377158;403;59;Jasmine Jones;Texas
715;2;2025/02/09;Pending;Jennifer Daugherty;kerrstephanie@example.org;Low;Auto;795120;438;66;Ronald Hampton;California
96;191;2025/01/31;Rejected;Courtney Steele;tamigonzalez@example.com;High;Health;218222;190;74;Matthew Powers;Texas
1790;179;2025/01/07;Pending;Alison Hernandez;cooksydney@example.com;High;Auto;285534;213;30;Cheryl Jones;Michigan
1265;66;2025/01/25;Pending;Charles Cole;zkirby@example.com;Medium;Home;726595;300;24;Andre Hall;Oregon
2714;48;2025/02/12;Approved;Pamela Alvarado;katherine53@example.com;High;Health;878418;75;17;Paul Lopez;Maine
213;138;2025/02/02;Rejected;David Williams;stevendavis@example.com;Low;Home;995902;295;43;Sherry Christian;Maryland
1014;169;2025/02/05;Rejected;Jennifer Walters;williamszachary@example.com;Low;Life;870931;325;53;Susan Hernandez;Georgia
488;58;2025/01/08;Rejected;Kayla Diaz;jonathanwright@example.org;High;Health;456808;454;30;Cheryl Jones;Michigan
973;81;2025/02/19;Pending;Martin Hughes;wagnerjenna@example.org;Medium;Auto;368167;219;88;Thomas Crawford;Indiana
965;56;2025/02/08;Rejected;Todd Campbell;beverly81@example.net;High;Auto;301105;352;64;Katherine Joseph;Texas
1044;163;2025/02/02;Rejected;Claire Davis;scott91@example.org;Medium;Life;779568;127;74;Matthew Powers;Texas
706;104;2025/01/27;Pending;Courtney Duke MD;josephgraham@example.com;Low;Auto;688463;300;43;Sherry Christian;Maryland
828;25;2025/02/12;Rejected;Donald Jones;daniel67@example.com;Medium;Health;595655;310;82;Alicia Butler;Maine
1623;28;2025/01/11;Pending;Nathaniel Black;nparker@example.org;Medium;Auto;697016;180;45;Brenda Smith;Rhode Island
2754;40;2025/01/31;Approved;Mitchell Thomas;catherine08@example.net;High;Auto;338326;198;93;Rodney Bray;Colorado
2646;109;2025/01/15;Approved;Dakota Cunningham;bonnie75@example.com;High;Life;272477;444;42;Jessica Lopez;Tennessee
1037;153;2025/01/07;Rejected;Edward Banks;dallen@example.net;Medium;Auto;462655;288;89;Lisa Wilson;Arizona
1826;195;2025/02/19;Rejected;Mary Nelson;riggsdanielle@example.org;Medium;Auto;392305;179;65;Adam Payne;Florida
10;40;2025/01/18;Pending;Ricky Henry;scalderon@example.net;Low;Auto;338326;198;93;Rodney Bray;Colorado
1001;116;2025/02/16;Approved;George Hart;victorrichardson@example.org;Low;Life;914490;144;95;Lori Richardson;Montana
2362;10;2025/01/14;Pending;Kevin Kim;keithking@example.com;High;Home;290745;401;7;Heather Burgess;Montana
489;157;2025/02/09;Rejected;Gary Johnson MD;tonyamoody@example.org;High;Life;945694;440;2;Cindy Lewis;Montana
886;96;2025/01/15;Approved;Kimberly Baker;ashley33@example.com;High;Home;600041;390;1;Benjamin Nunez;Nevada
414;68;2025/01/10;Rejected;Brian Ross;taylorjohnson@example.com;High;Home;669923;425;82;Alicia Butler;Maine
17;20;2025/01/11;Rejected;Christopher Cuevas;caleb33@example.net;High;Auto;365216;67;54;Michael Taylor;Wyoming
2014;117;2025/02/22;Pending;Scott Ramirez;nancy08@example.com;Low;Home;479906;249;35;Tyler Velez;Tennessee
473;56;2025/01/28;Rejected;Megan Black;mitchell14@example.org;Medium;Auto;301105;352;64;Katherine Joseph;Texas
2843;81;2025/02/01;Rejected;Damon Scott;kcollins@example.net;Medium;Auto;368167;219;88;Thomas Crawford;Indiana
2571;109;2025/01/14;Pending;Nicholas Edwards;hayeschristopher@example.com;Medium;Life;272477;444;42;Jessica Lopez;Tennessee
1521;134;2025/02/04;Rejected;Joyce Leblanc;patrickfinley@example.com;Low;Life;899137;216;75;Patrick Owens;Florida
1002;135;2025/01/03;Rejected;Taylor Johnson;penajoshua@example.net;Medium;Auto;589150;61;83;Cody Ford;Alabama
2182;82;2025/01/11;Rejected;Kim Williams;tolsen@example.com;High;Health;750496;197;63;Sara Phillips;Kentucky
436;58;2025/02/21;Rejected;Andrew Chang;james66@example.net;Low;Health;456808;454;30;Cheryl Jones;Michigan
530;131;2025/02/11;Rejected;Savannah Allen;mitchellmary@example.net;Medium;Home;166118;226;35;Tyler Velez;Tennessee
1465;93;2025/01/24;Rejected;Brittney Ayala;mcole@example.org;Low;Home;408049;312;44;Brittany Norris;Louisiana
2755;168;2025/01/06;Approved;Dakota Stewart;uhumphrey@example.org;High;Health;833886;54;100;Linda Glenn;Georgia
382;8;2025/01/24;Rejected;Dana Robinson;lauracain@example.com;Low;Life;118566;73;49;Sheila Suarez;Hawaii
1350;194;2025/01/11;Rejected;William Tucker;cynthia35@example.org;Low;Life;882592;419;4;Krista Oliver;Maryland
2956;19;2025/01/02;Rejected;Francis Spence;elindsey@example.net;Medium;Auto;719358;292;86;Christina Thompson;Oklahoma
238;11;2025/01/21;Pending;Sarah Smith;johnsonjames@example.org;Medium;Life;878953;78;24;Andre Hall;Oregon
2473;67;2025/02/22;Approved;Debbie Martinez;kathleen95@example.net;Medium;Life;722643;165;22;Victoria Yang;Massachusetts
2625;42;2025/02/16;Rejected;Garrett Lee;antonio57@example.org;High;Auto;445958;287;6;George Mendoza;New Jersey
412;133;2025/02/19;Rejected;Joanna Lopez;njohnson@example.com;Medium;Life;241299;292;47;Angela Gibson;Minnesota
2345;134;2025/01/27;Approved;Patricia Reyes;mcleancynthia@example.org;High;Life;899137;216;75;Patrick Owens;Florida
2366;157;2025/02/16;Pending;Joseph Becker;keith65@example.net;Medium;Life;945694;440;2;Cindy Lewis;Montana
1141;19;2025/02/22;Approved;Robert Williams;stephaniebaker@example.net;Medium;Auto;719358;292;86;Christina Thompson;Oklahoma
391;195;2025/02/08;Rejected;Brianna Meyer;greese@example.org;Medium;Auto;392305;179;65;Adam Payne;Florida
1032;77;2025/02/20;Rejected;James Ford;donaldpetty@example.com;Medium;Auto;402184;238;6;George Mendoza;New Jersey
2898;76;2025/01/24;Approved;Sarah Smith;jamesgates@example.net;Low;Auto;784644;472;84;Brandon Leonard;Vermont
1426;40;2025/01/03;Pending;Michelle Collins;haley90@example.com;Medium;Auto;338326;198;93;Rodney Bray;Colorado
468;74;2025/02/22;Approved;Amy Johnson;stevensonkaitlyn@example.com;Medium;Home;938081;246;22;Victoria Yang;Massachusetts
1815;88;2025/02/20;Approved;Alejandro Wright;cindy04@example.org;Low;Life;55140;416;77;Dennis Reid;South Dakota
598;143;2025/02/08;Approved;Benjamin Mccarthy;johnsonrobert@example.net;Low;Health;784891;382;29;Heather Ellis;Minnesota
2399;50;2025/01/09;Rejected;Natalie Reeves;gwagner@example.net;Medium;Auto;571724;329;41;Natasha Gallagher;Florida
2021;47;2025/01/20;Approved;Daniel Greene;shawn85@example.org;Low;Life;872316;416;15;Bryan Summers;Virginia
2667;175;2025/01/12;Rejected;Kristie Scott;rball@example.com;High;Auto;374112;320;33;Shannon Oliver;Arizona
1614;107;2025/01/11;Rejected;Anthony Clark;awebb@example.com;Low;Life;234951;170;16;Pamela Garcia;New Mexico
593;137;2025/02/05;Approved;Paula Swanson;youngmercedes@example.com;Medium;Health;903479;308;15;Bryan Summers;Virginia
313;115;2025/02/19;Pending;Patricia Pearson;turnertanya@example.org;Low;Health;416909;315;72;Kevin Guzman;Nevada
551;75;2025/01/22;Rejected;David Barker;obauer@example.net;High;Life;239517;236;66;Ronald Hampton;California
2867;92;2025/02/10;Pending;Eric Johnson;davislinda@example.net;Medium;Auto;64224;460;57;Stephen Lucas;Iowa
1846;105;2025/02/04;Pending;Cameron Pugh;cherylcox@example.com;High;Home;549130;312;52;Jack Freeman;North Dakota
2391;34;2025/01/08;Pending;Whitney Kirk;angela33@example.org;Medium;Life;84266;395;63;Sara Phillips;Kentucky
2196;174;2025/02/19;Rejected;Calvin Sanchez;antoniohammond@example.net;High;Life;693406;277;52;Jack Freeman;North Dakota
1463;97;2025/01/19;Pending;Shirley Walker;parkchelsey@example.net;Low;Life;148207;175;90;Bryan Delgado;Missouri
2435;81;2025/01/24;Approved;Shannon Gordon;kkelly@example.com;Low;Auto;368167;219;88;Thomas Crawford;Indiana
582;41;2025/01/13;Approved;Seth Rivers;boylejessica@example.net;Medium;Health;807805;148;23;Ryan Taylor;New Jersey
313;86;2025/01/22;Pending;Patricia Pearson;turnertanya@example.org;Low;Life;12247;379;52;Jack Freeman;North Dakota
2033;109;2025/02/14;Pending;Aaron Robertson;laurenwilliamson@example.com;Low;Life;272477;444;42;Jessica Lopez;Tennessee
1450;136;2025/01/09;Approved;Anthony Miller;brian55@example.org;Low;Auto;830506;273;95;Lori Richardson;Montana
779;159;2025/02/05;Pending;Samuel Kelley;johnsonsusan@example.org;Low;Health;160322;64;73;James Krause;Louisiana
739;14;2025/02/01;Approved;Elizabeth Bailey;uschmidt@example.com;Medium;Home;216264;238;29;Heather Ellis;Minnesota
2804;104;2025/01/02;Rejected;Carol Vaughan;jillian56@example.org;High;Auto;688463;300;43;Sherry Christian;Maryland
459;86;2025/01/08;Pending;Jennifer Harrell;robert81@example.net;Low;Life;12247;379;52;Jack Freeman;North Dakota
779;28;2025/01/27;Rejected;Samuel Kelley;johnsonsusan@example.org;Low;Auto;697016;180;45;Brenda Smith;Rhode Island
1948;50;2025/01/19;Rejected;Michael Roberts;martinmichael@example.org;Medium;Auto;571724;329;41;Natasha Gallagher;Florida
34;11;2025/02/21;Approved;Raymond Floyd;elizabeth58@example.net;Low;Life;878953;78;24;Andre Hall;Oregon
1926;157;2025/02/12;Pending;Dorothy Thomas;morganemily@example.net;Low;Life;945694;440;2;Cindy Lewis;Montana
941;69;2025/01/18;Rejected;Katie Warren;perezlaura@example.com;High;Auto;243977;467;91;Crystal Oconnor;Kentucky
800;84;2025/01/04;Pending;Melissa Wolfe;whansen@example.org;Medium;Auto;156331;195;67;John King;Hawaii
1388;67;2025/02/10;Pending;Rachel Flores;cgray@example.net;Low;Life;722643;165;22;Victoria Yang;Massachusetts
294;120;2025/01/31;Pending;Gregory Thomas;johnsonlaura@example.net;Medium;Auto;476608;128;73;James Krause;Louisiana
1594;88;2025/01/06;Pending;Catherine Miller;keith94@example.net;High;Life;55140;416;77;Dennis Reid;South Dakota
1263;33;2025/02/05;Approved;Thomas Moore;sullivanjohn@example.org;Low;Health;762965;109;29;Heather Ellis;Minnesota
1852;197;2025/02/03;Approved;Jennifer Evans DDS;robertgarcia@example.net;Low;Home;574783;314;62;Richard Perez;Oklahoma
1594;152;2025/01/03;Approved;Catherine Miller;keith94@example.net;High;Auto;75331;326;99;Meagan Martin;Idaho
2669;97;2025/01/04;Pending;Valerie Christian;xgallegos@example.com;Low;Life;148207;175;90;Bryan Delgado;Missouri
2570;56;2025/02/07;Pending;Darryl Tucker;ijackson@example.org;Low;Auto;301105;352;64;Katherine Joseph;Texas
214;48;2025/01/05;Pending;Brittany Sellers;robert16@example.com;Low;Health;878418;75;17;Paul Lopez;Maine
2311;89;2025/02/03;Pending;Michael Elliott;zdelgado@example.org;Medium;Health;339482;173;83;Cody Ford;Alabama
133;61;2025/01/21;Approved;Stacy Knapp;elizabeth27@example.com;High;Home;239654;449;3;Joseph Fuller;Missouri
